"label","n","parent","id"
"Spain",18,"total  -   Sport","total  -   Sport  -  Spain"
"Spain",9,"total  -   Talk Show","total  -   Talk Show  -  Spain"
"Spain",56,"total  -   Thriller","total  -   Thriller  -  Spain"
"Spain",3,"total  -   War","total  -   War  -  Spain"
"Spain",6,"total  -   Western","total  -   Western  -  Spain"
"Sri Lanka",189,"total  -   Action","total  -   Action  -  Sri Lanka"
"Sri Lanka",1,"total  -   Adult","total  -   Adult  -  Sri Lanka"
"Sri Lanka",81,"total  -   Adventure","total  -   Adventure  -  Sri Lanka"
"Sri Lanka",22,"total  -   Animation","total  -   Animation  -  Sri Lanka"
"Sri Lanka",4,"total  -   Biography","total  -   Biography  -  Sri Lanka"
"Sri Lanka",191,"total  -   Comedy","total  -   Comedy  -  Sri Lanka"
"Sri Lanka",136,"total  -   Crime","total  -   Crime  -  Sri Lanka"
"Sri Lanka",20,"total  -   Documentary","total  -   Documentary  -  Sri Lanka"
"Sri Lanka",345,"total  -   Drama","total  -   Drama  -  Sri Lanka"
"Sri Lanka",20,"total  -   Family","total  -   Family  -  Sri Lanka"
"Sri Lanka",32,"total  -   Fantasy","total  -   Fantasy  -  Sri Lanka"
"Sri Lanka",5,"total  -   Film Noir","total  -   Film Noir  -  Sri Lanka"
"Sri Lanka",7,"total  -   Game Show","total  -   Game Show  -  Sri Lanka"
"Sri Lanka",26,"total  -   Horror","total  -   Horror  -  Sri Lanka"
"Sri Lanka",78,"total  -   Mystery","total  -   Mystery  -  Sri Lanka"
"Sri Lanka",6,"total  -   Reality TV","total  -   Reality TV  -  Sri Lanka"
"Sri Lanka",97,"total  -   Romance","total  -   Romance  -  Sri Lanka"
"Sri Lanka",42,"total  -   Sci Fi","total  -   Sci Fi  -  Sri Lanka"
"Sri Lanka",4,"total  -   Short","total  -   Short  -  Sri Lanka"
"Sri Lanka",9,"total  -   Sport","total  -   Sport  -  Sri Lanka"
"Sri Lanka",8,"total  -   Talk Show","total  -   Talk Show  -  Sri Lanka"
"Sri Lanka",65,"total  -   Thriller","total  -   Thriller  -  Sri Lanka"
"Sri Lanka",4,"total  -   War","total  -   War  -  Sri Lanka"
"Sweden",181,"total  -   Action","total  -   Action  -  Sweden"
"Sweden",2,"total  -   Adult","total  -   Adult  -  Sweden"
"Sweden",125,"total  -   Adventure","total  -   Adventure  -  Sweden"
"Sweden",56,"total  -   Animation","total  -   Animation  -  Sweden"
"Sweden",15,"total  -   Biography","total  -   Biography  -  Sweden"
"Sweden",171,"total  -   Comedy","total  -   Comedy  -  Sweden"
"Sweden",140,"total  -   Crime","total  -   Crime  -  Sweden"
"Sweden",30,"total  -   Documentary","total  -   Documentary  -  Sweden"
"Sweden",322,"total  -   Drama","total  -   Drama  -  Sweden"
"Sweden",20,"total  -   Family","total  -   Family  -  Sweden"
"Sweden",44,"total  -   Fantasy","total  -   Fantasy  -  Sweden"
"Sweden",6,"total  -   Film Noir","total  -   Film Noir  -  Sweden"
"Sweden",6,"total  -   Game Show","total  -   Game Show  -  Sweden"
"Sweden",7,"total  -   History","total  -   History  -  Sweden"
"Sweden",27,"total  -   Horror","total  -   Horror  -  Sweden"
"Sweden",6,"total  -   Music","total  -   Music  -  Sweden"
"Sweden",2,"total  -   Musical","total  -   Musical  -  Sweden"
"Sweden",54,"total  -   Mystery","total  -   Mystery  -  Sweden"
"Sweden",16,"total  -   Reality TV","total  -   Reality TV  -  Sweden"
"Sweden",71,"total  -   Romance","total  -   Romance  -  Sweden"
"Sweden",29,"total  -   Sci Fi","total  -   Sci Fi  -  Sweden"
"Sweden",4,"total  -   Short","total  -   Short  -  Sweden"
"Sweden",14,"total  -   Sport","total  -   Sport  -  Sweden"
"Sweden",7,"total  -   Talk Show","total  -   Talk Show  -  Sweden"
"Sweden",58,"total  -   Thriller","total  -   Thriller  -  Sweden"
"Sweden",9,"total  -   War","total  -   War  -  Sweden"
"Sweden",6,"total  -   Western","total  -   Western  -  Sweden"
"Switzerland",184,"total  -   Action","total  -   Action  -  Switzerland"
"Switzerland",5,"total  -   Adult","total  -   Adult  -  Switzerland"
"Switzerland",125,"total  -   Adventure","total  -   Adventure  -  Switzerland"
"Switzerland",33,"total  -   Animation","total  -   Animation  -  Switzerland"
"Switzerland",10,"total  -   Biography","total  -   Biography  -  Switzerland"
"Switzerland",181,"total  -   Comedy","total  -   Comedy  -  Switzerland"
"Switzerland",156,"total  -   Crime","total  -   Crime  -  Switzerland"
"Switzerland",29,"total  -   Documentary","total  -   Documentary  -  Switzerland"
"Switzerland",314,"total  -   Drama","total  -   Drama  -  Switzerland"
"Switzerland",37,"total  -   Family","total  -   Family  -  Switzerland"
"Switzerland",57,"total  -   Fantasy","total  -   Fantasy  -  Switzerland"
"Switzerland",8,"total  -   Film Noir","total  -   Film Noir  -  Switzerland"
"Switzerland",5,"total  -   Game Show","total  -   Game Show  -  Switzerland"
"Switzerland",2,"total  -   History","total  -   History  -  Switzerland"
"Switzerland",32,"total  -   Horror","total  -   Horror  -  Switzerland"
"Switzerland",10,"total  -   Music","total  -   Music  -  Switzerland"
"Switzerland",59,"total  -   Mystery","total  -   Mystery  -  Switzerland"
"Switzerland",10,"total  -   Reality TV","total  -   Reality TV  -  Switzerland"
"Switzerland",82,"total  -   Romance","total  -   Romance  -  Switzerland"
"Switzerland",34,"total  -   Sci Fi","total  -   Sci Fi  -  Switzerland"
"Switzerland",4,"total  -   Short","total  -   Short  -  Switzerland"
"Switzerland",21,"total  -   Sport","total  -   Sport  -  Switzerland"
"Switzerland",11,"total  -   Talk Show","total  -   Talk Show  -  Switzerland"
"Switzerland",60,"total  -   Thriller","total  -   Thriller  -  Switzerland"
"Switzerland",4,"total  -   War","total  -   War  -  Switzerland"
"Switzerland",5,"total  -   Western","total  -   Western  -  Switzerland"
"Taiwan",202,"total  -   Action","total  -   Action  -  Taiwan"
"Taiwan",1,"total  -   Adult","total  -   Adult  -  Taiwan"
"Taiwan",103,"total  -   Adventure","total  -   Adventure  -  Taiwan"
"Taiwan",32,"total  -   Animation","total  -   Animation  -  Taiwan"
"Taiwan",12,"total  -   Biography","total  -   Biography  -  Taiwan"
"Taiwan",165,"total  -   Comedy","total  -   Comedy  -  Taiwan"
"Taiwan",106,"total  -   Crime","total  -   Crime  -  Taiwan"
"Taiwan",14,"total  -   Documentary","total  -   Documentary  -  Taiwan"
"Taiwan",364,"total  -   Drama","total  -   Drama  -  Taiwan"
"Taiwan",13,"total  -   Family","total  -   Family  -  Taiwan"
"Taiwan",51,"total  -   Fantasy","total  -   Fantasy  -  Taiwan"
"Taiwan",5,"total  -   Film Noir","total  -   Film Noir  -  Taiwan"
"Taiwan",1,"total  -   Game Show","total  -   Game Show  -  Taiwan"
"Taiwan",6,"total  -   History","total  -   History  -  Taiwan"
"Taiwan",30,"total  -   Horror","total  -   Horror  -  Taiwan"
"Taiwan",3,"total  -   Music","total  -   Music  -  Taiwan"
"Taiwan",84,"total  -   Mystery","total  -   Mystery  -  Taiwan"
"Taiwan",1,"total  -   Reality TV","total  -   Reality TV  -  Taiwan"
"Taiwan",145,"total  -   Romance","total  -   Romance  -  Taiwan"
"Taiwan",44,"total  -   Sci Fi","total  -   Sci Fi  -  Taiwan"
"Taiwan",14,"total  -   Sport","total  -   Sport  -  Taiwan"
"Taiwan",3,"total  -   Talk Show","total  -   Talk Show  -  Taiwan"
"Taiwan",62,"total  -   Thriller","total  -   Thriller  -  Taiwan"
"Taiwan",5,"total  -   War","total  -   War  -  Taiwan"
"Thailand",215,"total  -   Action","total  -   Action  -  Thailand"
"Thailand",161,"total  -   Adventure","total  -   Adventure  -  Thailand"
"Thailand",47,"total  -   Animation","total  -   Animation  -  Thailand"
"Thailand",3,"total  -   Biography","total  -   Biography  -  Thailand"
"Thailand",208,"total  -   Comedy","total  -   Comedy  -  Thailand"
"Thailand",118,"total  -   Crime","total  -   Crime  -  Thailand"
"Thailand",9,"total  -   Documentary","total  -   Documentary  -  Thailand"
"Thailand",273,"total  -   Drama","total  -   Drama  -  Thailand"
"Thailand",13,"total  -   Family","total  -   Family  -  Thailand"
"Thailand",58,"total  -   Fantasy","total  -   Fantasy  -  Thailand"
"Thailand",5,"total  -   Film Noir","total  -   Film Noir  -  Thailand"
"Thailand",14,"total  -   History","total  -   History  -  Thailand"
"Thailand",44,"total  -   Horror","total  -   Horror  -  Thailand"
"Thailand",1,"total  -   Music","total  -   Music  -  Thailand"
"Thailand",64,"total  -   Mystery","total  -   Mystery  -  Thailand"
"Thailand",127,"total  -   Romance","total  -   Romance  -  Thailand"
"Thailand",52,"total  -   Sci Fi","total  -   Sci Fi  -  Thailand"
"Thailand",6,"total  -   Sport","total  -   Sport  -  Thailand"
"Thailand",1,"total  -   Talk Show","total  -   Talk Show  -  Thailand"
"Thailand",83,"total  -   Thriller","total  -   Thriller  -  Thailand"
"Thailand",5,"total  -   War","total  -   War  -  Thailand"
"Thailand",1,"total  -   Western","total  -   Western  -  Thailand"
"Trinidad and Tobago",201,"total  -   Action","total  -   Action  -  Trinidad and Tobago"
"Trinidad and Tobago",3,"total  -   Adult","total  -   Adult  -  Trinidad and Tobago"
"Trinidad and Tobago",106,"total  -   Adventure","total  -   Adventure  -  Trinidad and Tobago"
"Trinidad and Tobago",53,"total  -   Animation","total  -   Animation  -  Trinidad and Tobago"
"Trinidad and Tobago",4,"total  -   Biography","total  -   Biography  -  Trinidad and Tobago"
"Trinidad and Tobago",172,"total  -   Comedy","total  -   Comedy  -  Trinidad and Tobago"
"Trinidad and Tobago",133,"total  -   Crime","total  -   Crime  -  Trinidad and Tobago"
"Trinidad and Tobago",15,"total  -   Documentary","total  -   Documentary  -  Trinidad and Tobago"
"Trinidad and Tobago",303,"total  -   Drama","total  -   Drama  -  Trinidad and Tobago"
"Trinidad and Tobago",18,"total  -   Family","total  -   Family  -  Trinidad and Tobago"
"Trinidad and Tobago",42,"total  -   Fantasy","total  -   Fantasy  -  Trinidad and Tobago"
"Trinidad and Tobago",5,"total  -   Film Noir","total  -   Film Noir  -  Trinidad and Tobago"
"Trinidad and Tobago",7,"total  -   Game Show","total  -   Game Show  -  Trinidad and Tobago"
"Trinidad and Tobago",31,"total  -   Horror","total  -   Horror  -  Trinidad and Tobago"
"Trinidad and Tobago",5,"total  -   Music","total  -   Music  -  Trinidad and Tobago"
"Trinidad and Tobago",43,"total  -   Mystery","total  -   Mystery  -  Trinidad and Tobago"
"Trinidad and Tobago",10,"total  -   Reality TV","total  -   Reality TV  -  Trinidad and Tobago"
"Trinidad and Tobago",75,"total  -   Romance","total  -   Romance  -  Trinidad and Tobago"
"Trinidad and Tobago",24,"total  -   Sci Fi","total  -   Sci Fi  -  Trinidad and Tobago"
"Trinidad and Tobago",5,"total  -   Short","total  -   Short  -  Trinidad and Tobago"
"Trinidad and Tobago",16,"total  -   Sport","total  -   Sport  -  Trinidad and Tobago"
"Trinidad and Tobago",9,"total  -   Talk Show","total  -   Talk Show  -  Trinidad and Tobago"
"Trinidad and Tobago",93,"total  -   Thriller","total  -   Thriller  -  Trinidad and Tobago"
"Trinidad and Tobago",3,"total  -   War","total  -   War  -  Trinidad and Tobago"
"Trinidad and Tobago",1,"total  -   Western","total  -   Western  -  Trinidad and Tobago"
"Turkey",209,"total  -   Action","total  -   Action  -  Turkey"
"Turkey",1,"total  -   Adult","total  -   Adult  -  Turkey"
"Turkey",119,"total  -   Adventure","total  -   Adventure  -  Turkey"
"Turkey",32,"total  -   Animation","total  -   Animation  -  Turkey"
"Turkey",11,"total  -   Biography","total  -   Biography  -  Turkey"
"Turkey",152,"total  -   Comedy","total  -   Comedy  -  Turkey"
"Turkey",134,"total  -   Crime","total  -   Crime  -  Turkey"
"Turkey",26,"total  -   Documentary","total  -   Documentary  -  Turkey"
"Turkey",372,"total  -   Drama","total  -   Drama  -  Turkey"
"Turkey",27,"total  -   Family","total  -   Family  -  Turkey"
"Turkey",59,"total  -   Fantasy","total  -   Fantasy  -  Turkey"
"Turkey",6,"total  -   Film Noir","total  -   Film Noir  -  Turkey"
"Turkey",3,"total  -   Game Show","total  -   Game Show  -  Turkey"
"Turkey",3,"total  -   History","total  -   History  -  Turkey"
"Turkey",38,"total  -   Horror","total  -   Horror  -  Turkey"
"Turkey",1,"total  -   Music","total  -   Music  -  Turkey"
"Turkey",50,"total  -   Mystery","total  -   Mystery  -  Turkey"
"Turkey",5,"total  -   Reality TV","total  -   Reality TV  -  Turkey"
"Turkey",71,"total  -   Romance","total  -   Romance  -  Turkey"
"Turkey",33,"total  -   Sci Fi","total  -   Sci Fi  -  Turkey"
"Turkey",4,"total  -   Short","total  -   Short  -  Turkey"
"Turkey",12,"total  -   Sport","total  -   Sport  -  Turkey"
"Turkey",14,"total  -   Talk Show","total  -   Talk Show  -  Turkey"
"Turkey",65,"total  -   Thriller","total  -   Thriller  -  Turkey"
"Turkey",4,"total  -   War","total  -   War  -  Turkey"
"Turkey",4,"total  -   Western","total  -   Western  -  Turkey"
"Ukraine",216,"total  -   Action","total  -   Action  -  Ukraine"
"Ukraine",5,"total  -   Adult","total  -   Adult  -  Ukraine"
"Ukraine",138,"total  -   Adventure","total  -   Adventure  -  Ukraine"
"Ukraine",65,"total  -   Animation","total  -   Animation  -  Ukraine"
"Ukraine",14,"total  -   Biography","total  -   Biography  -  Ukraine"
"Ukraine",205,"total  -   Comedy","total  -   Comedy  -  Ukraine"
"Ukraine",165,"total  -   Crime","total  -   Crime  -  Ukraine"
"Ukraine",31,"total  -   Documentary","total  -   Documentary  -  Ukraine"
"Ukraine",306,"total  -   Drama","total  -   Drama  -  Ukraine"
"Ukraine",28,"total  -   Family","total  -   Family  -  Ukraine"
"Ukraine",32,"total  -   Fantasy","total  -   Fantasy  -  Ukraine"
"Ukraine",8,"total  -   Film Noir","total  -   Film Noir  -  Ukraine"
"Ukraine",2,"total  -   Game Show","total  -   Game Show  -  Ukraine"
"Ukraine",3,"total  -   History","total  -   History  -  Ukraine"
"Ukraine",34,"total  -   Horror","total  -   Horror  -  Ukraine"
"Ukraine",3,"total  -   Music","total  -   Music  -  Ukraine"
"Ukraine",48,"total  -   Mystery","total  -   Mystery  -  Ukraine"
"Ukraine",2,"total  -   Reality TV","total  -   Reality TV  -  Ukraine"
"Ukraine",60,"total  -   Romance","total  -   Romance  -  Ukraine"
"Ukraine",23,"total  -   Sci Fi","total  -   Sci Fi  -  Ukraine"
"Ukraine",5,"total  -   Short","total  -   Short  -  Ukraine"
"Ukraine",12,"total  -   Sport","total  -   Sport  -  Ukraine"
"Ukraine",14,"total  -   Talk Show","total  -   Talk Show  -  Ukraine"
"Ukraine",63,"total  -   Thriller","total  -   Thriller  -  Ukraine"
"Ukraine",2,"total  -   War","total  -   War  -  Ukraine"
"Ukraine",5,"total  -   Western","total  -   Western  -  Ukraine"
"United Arab Emirates",211,"total  -   Action","total  -   Action  -  United Arab Emirates"
"United Arab Emirates",1,"total  -   Adult","total  -   Adult  -  United Arab Emirates"
"United Arab Emirates",119,"total  -   Adventure","total  -   Adventure  -  United Arab Emirates"
"United Arab Emirates",37,"total  -   Animation","total  -   Animation  -  United Arab Emirates"
"United Arab Emirates",15,"total  -   Biography","total  -   Biography  -  United Arab Emirates"
"United Arab Emirates",169,"total  -   Comedy","total  -   Comedy  -  United Arab Emirates"
"United Arab Emirates",135,"total  -   Crime","total  -   Crime  -  United Arab Emirates"
"United Arab Emirates",23,"total  -   Documentary","total  -   Documentary  -  United Arab Emirates"
"United Arab Emirates",325,"total  -   Drama","total  -   Drama  -  United Arab Emirates"
"United Arab Emirates",14,"total  -   Family","total  -   Family  -  United Arab Emirates"
"United Arab Emirates",45,"total  -   Fantasy","total  -   Fantasy  -  United Arab Emirates"
"United Arab Emirates",5,"total  -   Film Noir","total  -   Film Noir  -  United Arab Emirates"
"United Arab Emirates",11,"total  -   Game Show","total  -   Game Show  -  United Arab Emirates"
"United Arab Emirates",2,"total  -   History","total  -   History  -  United Arab Emirates"
"United Arab Emirates",30,"total  -   Horror","total  -   Horror  -  United Arab Emirates"
"United Arab Emirates",1,"total  -   Music","total  -   Music  -  United Arab Emirates"
"United Arab Emirates",49,"total  -   Mystery","total  -   Mystery  -  United Arab Emirates"
"United Arab Emirates",16,"total  -   Reality TV","total  -   Reality TV  -  United Arab Emirates"
"United Arab Emirates",93,"total  -   Romance","total  -   Romance  -  United Arab Emirates"
"United Arab Emirates",27,"total  -   Sci Fi","total  -   Sci Fi  -  United Arab Emirates"
"United Arab Emirates",3,"total  -   Short","total  -   Short  -  United Arab Emirates"
"United Arab Emirates",11,"total  -   Sport","total  -   Sport  -  United Arab Emirates"
"United Arab Emirates",9,"total  -   Talk Show","total  -   Talk Show  -  United Arab Emirates"
"United Arab Emirates",72,"total  -   Thriller","total  -   Thriller  -  United Arab Emirates"
"United Arab Emirates",3,"total  -   War","total  -   War  -  United Arab Emirates"
"United Arab Emirates",2,"total  -   Western","total  -   Western  -  United Arab Emirates"
"United Kingdom",175,"total  -   Action","total  -   Action  -  United Kingdom"
"United Kingdom",2,"total  -   Adult","total  -   Adult  -  United Kingdom"
"United Kingdom",139,"total  -   Adventure","total  -   Adventure  -  United Kingdom"
"United Kingdom",60,"total  -   Animation","total  -   Animation  -  United Kingdom"
"United Kingdom",12,"total  -   Biography","total  -   Biography  -  United Kingdom"
"United Kingdom",220,"total  -   Comedy","total  -   Comedy  -  United Kingdom"
"United Kingdom",104,"total  -   Crime","total  -   Crime  -  United Kingdom"
"United Kingdom",35,"total  -   Documentary","total  -   Documentary  -  United Kingdom"
"United Kingdom",258,"total  -   Drama","total  -   Drama  -  United Kingdom"
"United Kingdom",26,"total  -   Family","total  -   Family  -  United Kingdom"
"United Kingdom",33,"total  -   Fantasy","total  -   Fantasy  -  United Kingdom"
"United Kingdom",6,"total  -   Film Noir","total  -   Film Noir  -  United Kingdom"
"United Kingdom",5,"total  -   Game Show","total  -   Game Show  -  United Kingdom"
"United Kingdom",3,"total  -   History","total  -   History  -  United Kingdom"
"United Kingdom",31,"total  -   Horror","total  -   Horror  -  United Kingdom"
"United Kingdom",3,"total  -   Music","total  -   Music  -  United Kingdom"
"United Kingdom",2,"total  -   Musical","total  -   Musical  -  United Kingdom"
"United Kingdom",39,"total  -   Mystery","total  -   Mystery  -  United Kingdom"
"United Kingdom",18,"total  -   Reality TV","total  -   Reality TV  -  United Kingdom"
"United Kingdom",85,"total  -   Romance","total  -   Romance  -  United Kingdom"
"United Kingdom",37,"total  -   Sci Fi","total  -   Sci Fi  -  United Kingdom"
"United Kingdom",4,"total  -   Short","total  -   Short  -  United Kingdom"
"United Kingdom",17,"total  -   Sport","total  -   Sport  -  United Kingdom"
"United Kingdom",6,"total  -   Talk Show","total  -   Talk Show  -  United Kingdom"
"United Kingdom",60,"total  -   Thriller","total  -   Thriller  -  United Kingdom"
"United Kingdom",4,"total  -   War","total  -   War  -  United Kingdom"
"United Kingdom",7,"total  -   Western","total  -   Western  -  United Kingdom"
"United States",139,"total  -   Action","total  -   Action  -  United States"
"United States",2,"total  -   Adult","total  -   Adult  -  United States"
"United States",103,"total  -   Adventure","total  -   Adventure  -  United States"
"United States",51,"total  -   Animation","total  -   Animation  -  United States"
"United States",5,"total  -   Biography","total  -   Biography  -  United States"
"United States",176,"total  -   Comedy","total  -   Comedy  -  United States"
"United States",97,"total  -   Crime","total  -   Crime  -  United States"
"United States",29,"total  -   Documentary","total  -   Documentary  -  United States"
"United States",259,"total  -   Drama","total  -   Drama  -  United States"
"United States",30,"total  -   Family","total  -   Family  -  United States"
"United States",31,"total  -   Fantasy","total  -   Fantasy  -  United States"
"United States",7,"total  -   Film Noir","total  -   Film Noir  -  United States"
"United States",10,"total  -   Game Show","total  -   Game Show  -  United States"
"United States",4,"total  -   History","total  -   History  -  United States"
"United States",33,"total  -   Horror","total  -   Horror  -  United States"
"United States",9,"total  -   Music","total  -   Music  -  United States"
"United States",55,"total  -   Mystery","total  -   Mystery  -  United States"
"United States",25,"total  -   Reality TV","total  -   Reality TV  -  United States"
"United States",64,"total  -   Romance","total  -   Romance  -  United States"
"United States",31,"total  -   Sci Fi","total  -   Sci Fi  -  United States"
"United States",4,"total  -   Short","total  -   Short  -  United States"
"United States",31,"total  -   Sport","total  -   Sport  -  United States"
"United States",8,"total  -   Talk Show","total  -   Talk Show  -  United States"
"United States",54,"total  -   Thriller","total  -   Thriller  -  United States"
"United States",4,"total  -   War","total  -   War  -  United States"
"United States",2,"total  -   Western","total  -   Western  -  United States"
"Uruguay",139,"total  -   Action","total  -   Action  -  Uruguay"
"Uruguay",1,"total  -   Adult","total  -   Adult  -  Uruguay"
"Uruguay",102,"total  -   Adventure","total  -   Adventure  -  Uruguay"
"Uruguay",47,"total  -   Animation","total  -   Animation  -  Uruguay"
"Uruguay",11,"total  -   Biography","total  -   Biography  -  Uruguay"
"Uruguay",170,"total  -   Comedy","total  -   Comedy  -  Uruguay"
"Uruguay",139,"total  -   Crime","total  -   Crime  -  Uruguay"
"Uruguay",19,"total  -   Documentary","total  -   Documentary  -  Uruguay"
"Uruguay",369,"total  -   Drama","total  -   Drama  -  Uruguay"
"Uruguay",13,"total  -   Family","total  -   Family  -  Uruguay"
"Uruguay",28,"total  -   Fantasy","total  -   Fantasy  -  Uruguay"
"Uruguay",5,"total  -   Film Noir","total  -   Film Noir  -  Uruguay"
"Uruguay",1,"total  -   Game Show","total  -   Game Show  -  Uruguay"
"Uruguay",4,"total  -   History","total  -   History  -  Uruguay"
"Uruguay",36,"total  -   Horror","total  -   Horror  -  Uruguay"
"Uruguay",37,"total  -   Music","total  -   Music  -  Uruguay"
"Uruguay",59,"total  -   Mystery","total  -   Mystery  -  Uruguay"
"Uruguay",3,"total  -   Reality TV","total  -   Reality TV  -  Uruguay"
"Uruguay",78,"total  -   Romance","total  -   Romance  -  Uruguay"
"Uruguay",14,"total  -   Sci Fi","total  -   Sci Fi  -  Uruguay"
"Uruguay",3,"total  -   Short","total  -   Short  -  Uruguay"
"Uruguay",14,"total  -   Sport","total  -   Sport  -  Uruguay"
"Uruguay",9,"total  -   Talk Show","total  -   Talk Show  -  Uruguay"
"Uruguay",82,"total  -   Thriller","total  -   Thriller  -  Uruguay"
"Uruguay",4,"total  -   War","total  -   War  -  Uruguay"
"Uruguay",3,"total  -   Western","total  -   Western  -  Uruguay"
"Venezuela",138,"total  -   Action","total  -   Action  -  Venezuela"
"Venezuela",3,"total  -   Adult","total  -   Adult  -  Venezuela"
"Venezuela",76,"total  -   Adventure","total  -   Adventure  -  Venezuela"
"Venezuela",38,"total  -   Animation","total  -   Animation  -  Venezuela"
"Venezuela",4,"total  -   Biography","total  -   Biography  -  Venezuela"
"Venezuela",181,"total  -   Comedy","total  -   Comedy  -  Venezuela"
"Venezuela",116,"total  -   Crime","total  -   Crime  -  Venezuela"
"Venezuela",17,"total  -   Documentary","total  -   Documentary  -  Venezuela"
"Venezuela",323,"total  -   Drama","total  -   Drama  -  Venezuela"
"Venezuela",15,"total  -   Family","total  -   Family  -  Venezuela"
"Venezuela",22,"total  -   Fantasy","total  -   Fantasy  -  Venezuela"
"Venezuela",5,"total  -   Film Noir","total  -   Film Noir  -  Venezuela"
"Venezuela",30,"total  -   Horror","total  -   Horror  -  Venezuela"
"Venezuela",31,"total  -   Music","total  -   Music  -  Venezuela"
"Venezuela",43,"total  -   Mystery","total  -   Mystery  -  Venezuela"
"Venezuela",3,"total  -   Reality TV","total  -   Reality TV  -  Venezuela"
"Venezuela",110,"total  -   Romance","total  -   Romance  -  Venezuela"
"Venezuela",12,"total  -   Sci Fi","total  -   Sci Fi  -  Venezuela"
"Venezuela",2,"total  -   Short","total  -   Short  -  Venezuela"
"Venezuela",14,"total  -   Sport","total  -   Sport  -  Venezuela"
"Venezuela",7,"total  -   Talk Show","total  -   Talk Show  -  Venezuela"
"Venezuela",79,"total  -   Thriller","total  -   Thriller  -  Venezuela"
"Venezuela",3,"total  -   War","total  -   War  -  Venezuela"
"Venezuela",2,"total  -   Western","total  -   Western  -  Venezuela"
"Vietnam",241,"total  -   Action","total  -   Action  -  Vietnam"
"Vietnam",157,"total  -   Adventure","total  -   Adventure  -  Vietnam"
"Vietnam",24,"total  -   Animation","total  -   Animation  -  Vietnam"
"Vietnam",4,"total  -   Biography","total  -   Biography  -  Vietnam"
"Vietnam",242,"total  -   Comedy","total  -   Comedy  -  Vietnam"
"Vietnam",126,"total  -   Crime","total  -   Crime  -  Vietnam"
"Vietnam",7,"total  -   Documentary","total  -   Documentary  -  Vietnam"
"Vietnam",341,"total  -   Drama","total  -   Drama  -  Vietnam"
"Vietnam",30,"total  -   Family","total  -   Family  -  Vietnam"
"Vietnam",61,"total  -   Fantasy","total  -   Fantasy  -  Vietnam"
"Vietnam",5,"total  -   Film Noir","total  -   Film Noir  -  Vietnam"
"Vietnam",1,"total  -   Game Show","total  -   Game Show  -  Vietnam"
"Vietnam",12,"total  -   History","total  -   History  -  Vietnam"
"Vietnam",31,"total  -   Horror","total  -   Horror  -  Vietnam"
"Vietnam",2,"total  -   Music","total  -   Music  -  Vietnam"
"Vietnam",1,"total  -   Musical","total  -   Musical  -  Vietnam"
"Vietnam",58,"total  -   Mystery","total  -   Mystery  -  Vietnam"
"Vietnam",1,"total  -   Reality TV","total  -   Reality TV  -  Vietnam"
"Vietnam",119,"total  -   Romance","total  -   Romance  -  Vietnam"
"Vietnam",50,"total  -   Sci Fi","total  -   Sci Fi  -  Vietnam"
"Vietnam",2,"total  -   Sport","total  -   Sport  -  Vietnam"
"Vietnam",4,"total  -   Talk Show","total  -   Talk Show  -  Vietnam"
"Vietnam",86,"total  -   Thriller","total  -   Thriller  -  Vietnam"
"Vietnam",4,"total  -   War","total  -   War  -  Vietnam"
"Vietnam",1,"total  -   Western","total  -   Western  -  Vietnam"
